time,h=1e-05
0.0,0.5235987755982988
0.5000005000005,0.22448324355089236
1.000001000001,-0.33409510653483415
1.5000015000015,-0.5077393297157109
2.000002000002,-0.10076618529167032
2.5000025000025,0.4229167282317029
3.000003000003,0.4610003826354305
3.5000035000035,-0.029334966386074933
4.000004000004,-0.4856939710266879
4.5000045000045,-0.38601742989167304
5.000005000005,0.15758498106004146
5.5000055000055,0.5188337192373323
6.000006000006,0.2871399167266368
6.5000065000065,-0.27589451546955535
7.000007000007,-0.5204831629009233
7.5000075000074995,-0.17029578830156564
8.000008000008,0.3769365452906199
8.5000085000085,0.49055023430783395
9.000009000009,0.04270169886109324
9.500009500009499,-0.4546322881646773
10.0,-0.43071081213763474
