time,h=0.003
0.0,0.5235987755982988
0.003000300030003,0.5235868807215375
0.006000600060006,0.5235511962827918
0.009000900090009,0.5234917231552765
0.012001200120012,0.5234084631924963
0.015001500150015001,0.5233014192282754
0.018001800180018,0.5231705950767858
0.021002100210021,0.5230159955325764
0.024002400240024,0.5228376263706019
0.027002700270027002,0.5226354943462511
0.030003000300030003,0.5224096071953748
0.033003300330033,0.5221599736343135
0.036003600360036,0.5218866033599249
0.039003900390039,0.5215895070496094
0.042004200420042,0.5212686963613364
0.045004500450045004,0.5209241839336681
0.048004800480048,0.5205559833857826
0.051005100510051,0.5201641093174956
0.054005400540054004,0.5197485773092804
0.057005700570057,0.5193094039222856
0.060006000600060005,0.5188466066983511
0.063006300630063,0.5183602041600208
0.066006600660066,0.5178502158105536
0.069006900690069,0.51731666213393
0.072007200720072,0.516759564594857
0.075007500750075,0.5161789456387672
0.078007800780078,0.5155748286918156
0.081008100810081,0.5149472381608707
0.084008400840084,0.5142961994335015
0.087008700870087,0.5136217388779584
0.09000900090009001,0.5129238838431495
0.093009300930093,0.5122026626586098
0.096009600960096,0.5114581046344645
0.099009900990099,0.5106902400613849
0.102010201020102,0.5098991002105367
0.10501050105010501,0.5090847173335211
0.10801080108010801,0.5082471246623064
0.111011101110111,0.5073863564091511
0.114011401140114,0.5065024477665176
0.117011701170117,0.5055954349069759
0.12001200120012001,0.5046653549830957
0.12301230123012301,0.5037122461273289
0.126012601260126,0.5027361474518788
0.12901290129012902,0.5017370990485579
0.132013201320132,0.5007151419886325
0.135013501350135,0.4996703183226535
0.138013801380138,0.498602671080273
0.141014101410141,0.49751224427004626
0.144014401440144,0.4963990828792179
0.147014701470147,0.4952632328734921
0.15001500150015,0.4941047411967857
0.153015301530153,0.4929236557709639
0.156015601560156,0.49172002549555777
0.159015901590159,0.4904939002474624
0.162016201620162,0.48924533088061606
0.16501650165016502,0.4879743692256581
0.168016801680168,0.48668106808956657
0.171017101710171,0.48536548125527307
0.174017401740174,0.4840276634812557
0.177017701770177,0.48266767050110804
0.18001800180018002,0.48128555902308423
0.183018301830183,0.47988138672961905
0.186018601860186,0.4784552122768221
0.189018901890189,0.47700709529394536
0.192019201920192,0.4755370963828238
0.19501950195019502,0.4740452771172873
0.198019801980198,0.47253170004254363
0.201020102010201,0.4709964286745322
0.204020402040204,0.4694395274992462
0.207020702070207,0.46786106197202426
0.21002100210021002,0.46626109851680875
0.213021302130213,0.4646397045253719
0.21602160216021601,0.4629969483565072
0.219021902190219,0.4613328993351861
0.222022202220222,0.4596476277516793
0.22502250225022502,0.45794120486064066
0.228022802280228,0.45621370288015467
0.23102310231023102,0.4544651949907448
0.234023402340234,0.45269575533434286
0.237023702370237,0.4509054590132185
0.24002400240024002,0.44909438208886754
0.243024302430243,0.44726260158085845
0.24602460246024602,0.4454101954656364
0.249024902490249,0.4435372426752834
0.252025202520252,0.44164382309623407
0.255025502550255,0.43973001756794655
0.25802580258025803,0.4377959078815264
0.261026102610261,0.435841576778304
0.264026402640264,0.433867107948364
0.267026702670267,0.4318725860290255
0.27002700270027,0.42985809660327323
0.27302730273027304,0.42782372619813747
0.276027602760276,0.42576956228302304
0.279027902790279,0.42369569326798584
0.282028202820282,0.4216022085019563
0.285028502850285,0.41948919827090875
0.288028802880288,0.4173567537959763
0.291029102910291,0.4152049672315095
0.294029402940294,0.41303393166307906
0.297029702970297,0.41084374110542077
0.3000300030003,0.4086344905003227
0.303030303030303,0.40640627571445315
0.306030603060306,0.4041591935371289
0.309030903090309,0.40189334167802293
0.312031203120312,0.3996088187648105
0.31503150315031503,0.39730572434075373
0.318031803180318,0.39498415886222243
0.321032103210321,0.3926442236961519
0.324032403240324,0.3902860211174357
0.327032703270327,0.38790965430625407
0.33003300330033003,0.38551522734533533
0.333033303330333,0.38310284521715154
0.336033603360336,0.3806726138010463
0.339033903390339,0.37822463987029453
0.342034203420342,0.3757590310890939
0.34503450345034503,0.3732758960094863
0.348034803480348,0.3707753440682092
0.351035103510351,0.368257485583477
0.354035403540354,0.36572243175169006
0.357035703570357,0.36317029464407236
0.36003600360036003,0.36060118720323636
0.363036303630363,0.35801522323967455
0.366036603660366,0.3554125174281774
0.369036903690369,0.3527931853041769
0.372037203720372,0.35015734326001524
0.37503750375037503,0.3475051085411379
0.378037803780378,0.3448365992422114
0.381038103810381,0.3421519343031636
0.384038403840384,0.3394512335051484
0.387038703870387,0.336734617466432
0.39003900390039004,0.33400220763820204
0.393039303930393,0.3312541263002981
0.396039603960396,0.3284904965568641
0.399039903990399,0.3257114423319211
0.402040204020402,0.3229170883648615
0.40504050405040504,0.3201075602058627
0.408040804080408,0.31728298421122136
0.411041104110411,0.31444348753860724
0.414041404140414,0.3115891981422363
0.417041704170417,0.30872024476796295
0.42004200420042004,0.3058367569482915
0.423042304230423,0.30293886499730577
0.426042604260426,0.3000267000055178
0.429042904290429,0.2971003938346345
0.43204320432043203,0.29416007911224257
0.43504350435043504,0.2912058892264116
0.438043804380438,0.2882379583202149
0.441044104410441,0.28525642128616846
0.444044404440444,0.2822614137605874
0.44704470447044703,0.2792530721178607
0.45004500450045004,0.2762315334646432
0.453045304530453,0.27319693563396563
0.456045604560456,0.27014941717926255
0.459045904590459,0.2670891173683181
0.46204620462046203,0.2640161761771295
0.46504650465046504,0.2609307342836893
0.468046804680468,0.25783293306168503
0.471047104710471,0.25472291457411805
0.474047404740474,0.25160082156684044
0.47704770477047703,0.2484667974620108
0.48004800480048004,0.24532098635146948
0.483048304830483,0.2421635329900326
