time,alpha=10
0.0,0.17453292519943295
0.0003000030000300003,0.17453288388899016
0.0006000060000600005,0.17453275995766962
0.0009000090000900008,0.1745325534055063
0.001200012000120001,0.17453226423257392
0.0015000150001500015,0.1745318924389849
0.0018000180001800016,0.17453143802489038
0.002100021000210002,0.17453090099048021
0.002400024000240002,0.17453028133598297
0.0027000270002700026,0.1745295790616659
0.003000030000300003,0.174528794167835
0.003300033000330003,0.174527926654835
0.0036000360003600033,0.17452697652304924
0.0039000390003900037,0.17452594377289993
0.004200042000420004,0.17452482840484787
0.004500045000450004,0.17452363041939262
0.004800048000480004,0.1745223498170724
0.005100051000510005,0.17452098659846424
0.005400054000540005,0.1745195407641838
0.0057000570005700055,0.17451801231488548
0.006000060000600006,0.1745164012512624
0.0063000630006300054,0.17451470757404636
0.006600066000660006,0.1745129312840079
0.006900069000690006,0.1745110723819563
0.007200072000720007,0.17450913086873943
0.007500075000750007,0.174507106745244
0.007800078000780007,0.17450500001239538
0.008100081000810007,0.17450281067115764
0.008400084000840007,0.17450053872253354
0.008700087000870008,0.1744981841675646
0.009000090000900008,0.17449574700733103
0.009300093000930008,0.17449322724295172
0.009600096000960009,0.17449062487558428
0.00990009900099001,0.17448793990642505
0.01020010200102001,0.17448517233670904
0.01050010500105001,0.17448232216770998
0.01080010800108001,0.17447938940074031
0.01110011100111001,0.1744763740371512
0.011400114001140011,0.17447327607833243
0.011700117001170011,0.17447009552571258
0.012000120001200012,0.1744668323807589
0.01230012300123001,0.17446348664497735
0.012600126001260011,0.17446005831991257
0.012900129001290011,0.1744565474071479
0.013200132001320012,0.1744529539083054
0.013500135001350012,0.17444927782504582
0.013800138001380012,0.1744455191590686
0.014100141001410013,0.17444167791211193
0.014400144001440013,0.1744377540859526
0.014700147001470014,0.17443374768240616
0.015000150001500014,0.17442965870332686
0.015300153001530014,0.17442548715060763
0.015600156001560015,0.17442123302618007
0.015900159001590013,0.17441689633201451
0.016200162001620014,0.17441247707011998
0.016500165001650014,0.17440797524254414
0.016800168001680015,0.1744033908513734
0.017100171001710015,0.17439872389873284
0.017400174001740015,0.17439397438678622
0.017700177001770016,0.174389142317736
0.018000180001800016,0.17438422769382333
0.018300183001830016,0.17437923051732804
0.018600186001860017,0.17437415079056864
0.018900189001890017,0.17436898851590232
0.019200192001920018,0.17436374369572497
0.019500195001950018,0.17435841633247115
0.01980019800198002,0.1743530064286141
0.02010020100201002,0.17434751398666573
0.02040020400204002,0.1743419390091767
0.02070020700207002,0.17433628149873623
0.02100021000210002,0.1743305414579723
0.02130021300213002,0.17432471888955156
0.02160021600216002,0.17431881379617928
0.02190021900219002,0.17431282618059946
0.02220022200222002,0.17430675604559476
0.022500225002250022,0.17430060339398648
0.022800228002280022,0.17429436822863464
0.023100231002310023,0.1742880505524379
0.023400234002340023,0.1742816503683336
0.023700237002370023,0.1742751676792977
