time,alpha=5
0.0,0.08726646259971647
0.0003000030000300003,0.08726644186559548
0.0006000060000600005,0.08726637966323651
0.0009000090000900008,0.08726627599265734
0.001200012000120001,0.0872661308538954
0.0015000150001500015,0.0872659442470078
0.0018000180001800016,0.08726571617207131
0.002100021000210002,0.08726544662918233
0.002400024000240002,0.08726513561845692
0.0027000270002700026,0.0872647831400308
0.003000030000300003,0.08726438919405936
0.003300033000330003,0.08726395378071762
0.0036000360003600033,0.08726347690020027
0.0039000390003900037,0.08726295855272163
0.004200042000420004,0.08726239873851573
0.004500045000450004,0.08726179745783619
0.004800048000480004,0.08726115471095633
0.005100051000510005,0.08726047049816911
0.005400054000540005,0.08725974481978713
0.0057000570005700055,0.08725897767614267
0.006000060000600006,0.08725816906758765
0.0063000630006300054,0.08725731899449364
0.006600066000660006,0.08725642745725187
0.006900069000690006,0.08725549445627323
0.007200072000720007,0.08725451999198824
0.007500075000750007,0.08725350406484711
0.007800078000780007,0.08725244667531966
0.008100081000810007,0.08725134782389539
0.008400084000840007,0.08725020751108345
0.008700087000870008,0.08724902573741264
0.009000090000900008,0.08724780250343141
0.009300093000930008,0.08724653780970787
0.009600096000960009,0.08724523165682976
0.00990009900099001,0.08724388404540451
0.01020010200102001,0.08724249497605914
0.01050010500105001,0.08724106444944038
0.01080010800108001,0.0872395924662146
0.01110011100111001,0.08723807902706779
0.011400114001140011,0.0872365241327056
0.011700117001170011,0.08723492778385336
0.012000120001200012,0.08723328998125601
0.01230012300123001,0.08723161072567816
0.012600126001260011,0.08722989001790406
0.012900129001290011,0.08722812785873761
0.013200132001320012,0.08722632424900237
0.013500135001350012,0.08722447918954153
0.013800138001380012,0.08722259268121793
0.014100141001410013,0.08722066472491408
0.014400144001440013,0.08721869532153209
0.014700147001470014,0.08721668447199375
0.015000150001500014,0.08721463217724049
0.015300153001530014,0.08721253843823337
0.015600156001560015,0.08721040325595314
0.015900159001590013,0.08720822663140013
0.016200162001620014,0.08720600856559435
0.016500165001650014,0.08720374905957545
0.016800168001680015,0.08720144811440272
0.017100171001710015,0.0871991057311551
0.017400174001740015,0.08719672191093114
0.017700177001770016,0.08719429665484908
0.018000180001800016,0.08719182996404677
0.018300183001830016,0.0871893218396817
0.018600186001860017,0.08718677228293101
0.018900189001890017,0.08718418129499146
0.019200192001920018,0.08718154887707948
0.019500195001950018,0.0871788750304311
0.01980019800198002,0.08717615975630204
0.02010020100201002,0.0871734030559676
0.02040020400204002,0.08717060493072275
0.02070020700207002,0.08716776538188208
0.02100021000210002,0.08716488441077982
0.02130021300213002,0.08716196201876986
0.02160021600216002,0.08715899820722565
0.02190021900219002,0.08715599297754037
0.02220022200222002,0.08715294633112676
0.022500225002250022,0.08714985826941722
0.022800228002280022,0.08714672879386379
0.023100231002310023,0.08714355790593811
0.023400234002340023,0.08714034560713149
0.023700237002370023,0.08713709189895484
0.024000240002400024,0.0871337967829387
0.02430024300243002,0.08713046026063324
0.02460024600246002,0.08712708233360827
0.02490024900249002,0.08712366300345321
0.025200252002520022,0.08712020227177712
0.025500255002550022,0.08711670014020867
0.025800258002580023,0.08711315661039616
0.026100261002610023,0.08710957168400753
0.026400264002640023,0.08710594536273031
0.026700267002670024,0.08710227764827168
0.027000270002700024,0.08709856854235842
0.027300273002730024,0.08709481804673697
0.027600276002760025,0.08709102616317332
0.027900279002790025,0.08708719289345315
0.028200282002820026,0.0870833182393817
0.028500285002850026,0.08707940220278387
0.028800288002880026,0.08707544478550416
0.029100291002910027,0.08707144598940668
0.029400294002940027,0.08706740581637515
0.029700297002970028,0.08706332426831292
0.030000300003000028,0.08705920134714296
0.03030030300303003,0.08705503705480781
0.03060030600306003,0.08705083139326968
0.03090030900309003,0.08704658436451032
0.03120031200312003,0.08704229597053116
0.03150031500315003,0.08703796621335319
0.03180031800318003,0.08703359509501703
0.03210032100321003,0.08702918261758288
0.03240032400324003,0.08702472878313058
0.03270032700327003,0.08702023359375956
0.03300033000330003,0.08701569705158885
0.03330033300333003,0.08701111915875707
0.03360033600336003,0.08700649991742247
0.03390033900339003,0.08700183932976288
0.03420034200342003,0.08699713739797574
0.034500345003450034,0.08699239412427807
0.03480034800348003,0.08698760951090653
0.035100351003510034,0.08698278356011732
0.03540035400354003,0.08697791627418627
0.035700357003570035,0.08697300765540882
0.03600036000360003,0.08696805770609994
0.036300363003630036,0.08696306642859426
0.03660036600366003,0.08695803382524597
0.03690036900369004,0.08695295989842886
0.037200372003720034,0.08694784465053627
0.03750037500375004,0.0869426880839812
0.037800378003780034,0.08693749020119618
0.03810038100381004,0.08693225100463334
0.038400384003840035,0.0869269704967644
0.03870038700387003,0.08692164868008066
0.039000390003900036,0.086916285557093
0.03930039300393003,0.08691088113033191
0.03960039600396004,0.0869054354023474
0.039900399003990034,0.0868999483757091
0.04020040200402004,0.08689442005300621
0.040500405004050034,0.08688885043684752
0.04080040800408004,0.08688323952986136
0.041100411004110035,0.08687758733469567
0.04140041400414004,0.08687189385401793
0.041700417004170036,0.08686615909051523
0.04200042000420004,0.08686038304689421
0.04230042300423004,0.08685456572588106
0.04260042600426004,0.08684870713022157
0.04290042900429004,0.08684280726268107
0.04320043200432004,0.08683686612604447
0.04350043500435004,0.08683088372311623
0.04380043800438004,0.08682486005672041
0.04410044100441004,0.08681879512970059
0.04440044400444004,0.08681268894491992
0.04470044700447004,0.08680654150526113
0.045000450004500044,0.08680035281362647
0.04530045300453004,0.08679412287293778
0.045600456004560044,0.08678785168613644
0.04590045900459004,0.08678153925618338
0.046200462004620045,0.0867751855860591
0.04650046500465004,0.08676879067876361
0.046800468004680046,0.08676235453731652
0.04710047100471004,0.08675587716475695
0.04740047400474005,0.08674935856414359
0.047700477004770044,0.08674279873855466
0.04800048000480005,0.08673619769108792
0.048300483004830044,0.08672955542486069
0.04860048600486004,0.08672287194300982
0.048900489004890045,0.08671614724869169
0.04920049200492004,0.08670938134508223
0.049500495004950046,0.08670257423537692
0.04980049800498004,0.08669572592279075
0.05010050100501005,0.08668883641055825
0.050400504005040044,0.08668190570193347
0.05070050700507005,0.08667493380019003
0.051000510005100044,0.08666792070862105
0.05130051300513005,0.08666086643053916
0.051600516005160045,0.08665377096927655
0.05190051900519005,0.08664663432818492
0.052200522005220046,0.0866394565106355
0.05250052500525005,0.08663223752001901
0.05280052800528005,0.08662497735974574
0.05310053100531005,0.08661767603324545
0.05340053400534005,0.08661033354396745
0.05370053700537005,0.08660294989538055
0.05400054000540005,0.08659552509097307
0.05430054300543005,0.08658805913425285
0.05460054600546005,0.08658055202874725
0.05490054900549005,0.0865730037780031
0.05520055200552005,0.08656541438558678
0.055500555005550054,0.08655778385508416
0.05580055800558005,0.0865501121901006
0.056100561005610054,0.08654239939426098
0.05640056400564005,0.08653464547120966
0.056700567005670055,0.08652685042461053
0.05700057000570005,0.08651901425814694
0.057300573005730056,0.08651113697552175
0.05760057600576005,0.08650321858045733
0.05790057900579005,0.08649525907669552
0.058200582005820053,0.08648725846799765
0.05850058500585005,0.08647921675814456
0.058800588005880054,0.08647113395093654
0.05910059100591005,0.08646301005019341
0.059400594005940055,0.08645484505975444
0.05970059700597005,0.08644663898347837
0.060000600006000056,0.08643839182524347
0.06030060300603005,0.08643010358894744
0.06060060600606006,0.08642177427850746
0.06090060900609005,0.08641340389786022
0.06120061200612006,0.08640499245096184
0.061500615006150054,0.08639653994178793
0.06180061800618006,0.08638804637433357
0.062100621006210055,0.08637951175261331
0.06240062400624006,0.08637093608066114
0.06270062700627006,0.08636231936253054
0.06300063000630006,0.08635366160229443
0.06330063300633006,0.08634496280404523
0.06360063600636005,0.08633622297189476
0.06390063900639006,0.08632744210997433
0.06420064200642006,0.0863186202224347
0.06450064500645006,0.08630975731344606
0.06480064800648005,0.08630085338719809
0.06510065100651007,0.08629190844789987
0.06540065400654006,0.08628292249977997
