time,h=1e-07
0.0,0.5235987755982988
1e-07,0.5235987755982988
0.5,0.2244802460578942
0.5000001,0.22448013876110887
1.0,-0.3340868316434572
1.5,-0.5077195246676722
1.5000000999999998,-0.5077194958943315
2.0,-0.10075888345256434
2.0000001,-0.1007587667085006
2.5,0.4228913749299412
2.5000001,0.42289144457968586
3.0,0.46096262163313145
3.0000001,0.4609625656901072
3.5,-0.029338789497171256
3.5000001,-0.029338908324551865
4.0,-0.48564714451479757
4.000000099999999,-0.48564718855984257
4.5,-0.38596546831351364
4.500000099999999,-0.3859653883928491
5.0,0.15757717819909783
5.000000099999999,0.15757729158110004
5.5,0.5187626347524753
5.500000099999999,0.5187626507097771
6.0,0.2870794706287402
6.000000099999999,0.2870793714401867
6.5,-0.2758670855245339
6.500000099999999,-0.2758671863594069
7.0,-0.5203868624613754
7.000000099999999,-0.5203868494468126
7.5,-0.17023449162791435
7.500000099999999,-0.17023437921294274
8.0,0.3768821433690547
8.0000001,0.3768822254960172
8.5,0.49042987067057997
8.5000001,0.4904298294045621
9.0,0.0426488713085164
9.0000001,0.042648752694255554
9.5,-0.45454469956209115
9.5000001,-0.4545447581245037
10.0,-0.4305632771638127
