time,h=1e-05
0.0,0.5235987755982988
0.5000005000005,0.22447880352947405
1.000001000001,-0.33409448142032994
1.5000015000015,-0.5077304248149552
2.000002000002,-0.10075971014451654
2.5000025000025,0.42290851653697775
3.000003000003,0.46098337003666473
3.5000035000035,-0.029340092094011574
4.000004000004,-0.4856762686296793
4.5000045000045,-0.385993927865114
5.000005000005,0.15758521942832449
5.5000055000055,0.5188053225905674
6.000006000006,0.2871123859552866
6.5000065000065,-0.2758864016945614
7.000007000007,-0.5204436569491577
7.5000075000074995,-0.17026751009891128
8.000008000008,0.3769169110884803
8.5000085000085,0.49050010743154054
9.000009000009,0.042676670858203536
9.500009500009499,-0.45459846495106293
10.0,-0.43065159785330265
