time,h=1e-07
0.0,0.5235987755982988
0.5,0.22448020165850266
1.0,-0.3340868253918941
1.5,-0.5077194356218683
2.0,-0.1007588187059051
2.5,0.4228912928154253
3.0,0.4609624515194139
3.5,-0.029338840743798812
4.0,-0.485646967501031
4.5,-0.38596523332206
5.0,0.1575771805665149
5.5,0.51876235081216
6.0,0.28707919537485516
6.5,-0.27586700436767797
7.0,-0.5203864674559869
7.5,-0.1702342089329585
8.0,0.37688194701278344
8.5,0.4904293695004991
9.0,0.042648621154724585
9.5,-0.45454436133429493
10.0,-0.43056268518636515
