time,h=0.1
0.0,0.5235987755982988
0.5,0.21246538877385768
1.0,-0.4116851754936286
1.5,-0.634496935469294
2.0,-0.13265517296113463
2.5,0.6124157493986363
3.0,0.747959898169682
3.5,0.03413315075175777
4.0,-0.8349880141952031
4.5,-0.8870998906638679
5.0,0.040516043279726216
5.5,1.0667658053544686
6.0,1.1049761397508433
6.5,0.007539065956298829
7.0,-1.2652295021679199
7.5,-1.4721576402588166
8.0,-0.38979165044706554
8.5,1.2524699716170975
9.0,1.9534721277392777
9.5,1.3970031197403991
10.0,-0.3628782782213611
